,Census Tract,Total Population,California County,County,countytrim,ZIP,Longitude,Latitude,Ozone,PM2.5,Diesel PM,Drinking Water,Pesticides,Tox. Release,Traffic,Cleanup Sites,Groundwater Threats,Haz. Waste,Imp. Water Bodies,Solid Waste,Asthma,Low Birth Weight,Cardiovascular Disease,Education,Linguistic Isolation,Poverty,Unemployment,Housing Burden
0,6019001100,3174,Fresno ,Fresno County,Fresno,93706,-119.7816961,36.7096952,0.065,15.4,48.524,681.2,2.75,18551.95719,909.14,80.5,45.75,0.795,0,21.75,131.64,7.44,14.13,53.3,16.2,76.3,17.6,26
1,6071001600,6133,San Bernardino,San Bernardino County,San Bernardino,91761,-117.6180131,34.0577805,0.062,13.31,38.556,904.66,1.37,7494.236622,782.26,66.2,36,1.25,5,12,60.66,7.04,12.94,53.3,33.4,72.5,12.3,34.1
2,6019000200,3167,Fresno ,Fresno County,Fresno,93706,-119.8055044,36.7354914,0.062,15.4,47.445,681.2,3.03,12454.94841,576.52,22,30.25,0.2,0,2.5,142.12,10.16,14.96,42.3,16.7,86.8,16.1,40.1
3,6077000801,6692,San Joaquin,San Joaquin County,San Joaquin,95203,-121.3145235,37.9405169,0.046,12.54,24.117,278.76,12.93,2387.782922,1305.01,50.1,132.1,0.795,19,27,142.17,6.23,14.72,40.8,15.3,61.3,19.6,21.1
4,6019001500,2206,Fresno ,Fresno County,Fresno,93725,-119.7178427,36.6816,0.065,15.4,18.846,1000.24,3518.41,21790.70672,435.16,60,54.2,13.1,0,50.8,90.48,4.5,12.82,45.1,14.7,66.4,18.6,28.1
5,6037204920,2598,Los Angeles,Los Angeles County,Los Angeles,90023,-118.1974975,34.0175004,0.046,12.89,56.52,714.48,0,39040.17995,2943.44,36.7,25,4.93,7,3.85,68.74,7.35,10.4,53.1,23.7,66.4,11.6,22
6,6077000300,2396,San Joaquin,San Joaquin County,San Joaquin,95203,-121.3020724,37.952421,0.046,13.44,21.76,278.76,172.49,707.5361575,885.52,89.7,149.05,0.135,14,2.3,169.56,8.36,12.7,46,27.1,76.2,14.4,24.3
7,6019001000,4106,Fresno ,Fresno County,Fresno,93706,-119.804314,36.6977507,0.065,15.4,20.848,788.02,1435.93,6996.962409,243.54,15.45,20,0,0,10,142.28,7.83,14.96,47.4,15.8,74.5,20,31.8
8,6037206050,2146,Los Angeles,Los Angeles County,Los Angeles,90023,-118.2244531,34.0299036,0.046,12.89,53.958,664.07,0,10378.23648,2810.82,36.05,16.25,10.025,7,22.1,58.03,6.71,7.24,50.4,35.7,75.7,28.5,31.7
9,6019000400,6343,Fresno ,Fresno County,Fresno,93721,-119.7762091,36.7276563,0.065,15.4,54.356,681.2,114.96,125383.892,815.36,15.95,13.5,0.755,0,0.5,107.8,4.79,14.75,52.5,13.7,83.4,23.5,23.2
10,6099002100,4165,Stanislaus ,Stanislaus County,Stanislaus,95354,-120.9667385,37.6287607,0.053,12.89,24.585,826.14,14.38,1033.797912,606.03,30,9.55,2.62,7,3.5,94.54,5.37,13.59,52.3,16,78.3,19.3,24.8
11,6029002500,9122,Kern ,Kern County,Kern,93307,-118.9920281,35.3372541,0.065,19.18,20.42,1041.62,3.47,49.70815719,675.16,42.4,46.25,10.26,0,13.6,89.83,6.28,11.77,41.3,14.9,73.8,28.5,26.8
12,6019000600,6161,Fresno ,Fresno County,Fresno,93721,-119.7933565,36.743063,0.065,15.4,54.243,681.2,88.58,7030.451231,591.37,5.7,8,0.46,0,1.25,118.86,7.87,10.12,46.9,11.6,89.5,21.7,40.3
13,6019001201,5936,Fresno ,Fresno County,Fresno,93725,-119.7577716,36.7107523,0.065,15.4,27.565,681.2,0,19782.60168,347.88,98.65,71.8,4.275,0,20,89.51,5.28,12.74,52.3,22.9,70.7,20.1,31.2
14,6037205120,3618,Los Angeles,Los Angeles County,Los Angeles,90023,-118.2117956,34.0187546,0.046,12.89,50.075,664.07,0,19178.66447,887.21,49.45,37.25,17.72,7,14.75,68.74,5.14,10.4,61.4,28.4,78.3,16.9,24.6
15,6019000902,5252,Fresno ,Fresno County,Fresno,93706,-119.8042772,36.717769,0.065,15.4,47.943,681.2,683.81,25476.58305,170.75,12.1,3,0.01,0,4.25,142.28,9.24,14.96,53.8,27.1,77.5,21.8,21.1
16,6037291220,3353,Los Angeles,Los Angeles County,Los Angeles,90247,-118.286709,33.8771395,0.044,12.05,27.16,695.72,68.63,8937.64998,2467.25,17.4,65.55,0.855,18,3.45,66.49,6.54,8.87,31.4,23.1,53.4,8.9,37.3
17,6019001202,4756,Fresno ,Fresno County,Fresno,93725,-119.7410277,36.7026849,0.065,15.4,27.699,947.44,11.74,8837.26905,291.45,30.5,38.25,4.28,0,23,78.61,4.94,11.16,51.6,9.2,77.8,21.6,30.2
18,6019000800,964,Fresno ,Fresno County,Fresno,93706,-119.831179,36.7067181,0.062,15.4,13.163,784.33,1031.87,7265.254475,127.2,22,15,0.1,0,7,142.28,8.9,14.96,44.3,13.6,76.5,18.5,26.8
19,6019000300,3609,Fresno ,Fresno County,Fresno,93706,-119.8010347,36.726462,0.065,15.4,53.066,681.2,26.78,35783.10251,434.57,23.5,24,0.01,0,1,142.28,8.12,14.96,28.2,15.5,78.7,11.5,32
20,6037239202,4724,Los Angeles,Los Angeles County,Los Angeles,90001,-118.2649765,33.9856783,0.046,12.47,26.33,782.48,0,4808.807974,930.42,145.8,29.85,0.485,0,15,91.39,7,12.62,51.4,17.1,76.3,13.6,38.7
21,6037226002,1604,Los Angeles,Los Angeles County,Los Angeles,90021,-118.2477686,34.0326196,0.046,12.89,46.142,664.07,0,6139.175596,1929.83,57.35,22.3,8.24,7,30.3,149.88,5.71,8.24,38.7,26.6,65.3,11.1,24.2
22,6077000700,5269,San Joaquin,San Joaquin County,San Joaquin,95206,-121.2878729,37.9431727,0.046,13.5,22.055,278.76,73.13,810.2517341,1022.65,74.75,102.6,0.1,14,13.55,123.86,4.25,13.58,55.8,28.8,79.5,16.5,31.9
23,6019000901,3151,Fresno ,Fresno County,Fresno,93706,-119.804301,36.7104697,0.065,15.4,47.24,681.2,699.89,13674.44729,195.77,14.2,10,0,0,6,142.28,9.09,14.96,52.5,17.9,80.8,26.2,12.1
24,6077000100,3863,San Joaquin,San Joaquin County,San Joaquin,95202,-121.2853628,37.953996,0.046,13.53,19.735,278.76,18.64,629.2738636,495.25,60.7,96.85,0.15,14,7.5,176.3,6.53,10.87,36.3,20.2,86,30.8,36.5
25,6099002302,4010,Stanislaus ,Stanislaus County,Stanislaus,95351,-120.982756,37.6209695,0.053,12.89,22.835,819.97,19.78,658.156468,910.22,1.9,7.8,1.085,7,1.75,95.77,5.42,15.79,58,19.9,73.5,24.1,31
26,6071004900,7590,San Bernardino,San Bernardino County,San Bernardino,92410,-117.3168792,34.100314,0.065,12.47,32.455,854.92,0,1111.567743,847.17,18.6,2,2.3,1,3.5,121.39,5.97,15.23,59,22.6,74,20,30.7
27,6037535400,3495,Los Angeles,Los Angeles County,Los Angeles,90002,-118.2314205,33.947117,0.044,12.05,25.04,777.35,0,5904.681637,1094.36,92.55,51.5,0.7,0,27.2,88.42,5.27,12.7,59.7,20.5,75.4,17.9,39.6
28,6019000700,3921,Fresno ,Fresno County,Fresno,93706,-119.8277069,36.7345353,0.062,15.4,19.621,681.2,20.94,7246.016392,438.28,19.5,9.5,0.075,0,8.25,142.18,9.84,14.94,39.2,15.3,65.6,11.5,29.2
29,6065030300,4497,Riverside ,Riverside County,Riverside,92501,-117.3763853,33.9798271,0.065,12.89,29.001,960.39,0,1186.290627,1045.59,38.25,35.25,0.4,0,2.6,108.89,7.11,12.27,25.3,,56.2,18.4,21.2
30,6019007100,7904,Fresno ,Fresno County,Fresno,93662,-119.6279131,36.5629769,0.065,15.82,15.227,651,388.51,735.6523341,543.06,27.4,33,0.425,0,9.1,101.34,5.92,11.65,56.6,24.1,71.2,15.3,17
31,6037243100,5350,Los Angeles,Los Angeles County,Los Angeles,90059,-118.2350934,33.9327963,0.044,12.05,25.04,664.07,0,5852.275263,2521.07,25.25,12.15,0.555,0,3.7,105.29,9.99,11.72,60.8,16.5,76,15,35.9
32,6037543305,2666,Los Angeles,Los Angeles County,Los Angeles,90220,-118.2238692,33.8611473,0.042,11.63,31.198,383.1,36.2,6896.098953,1418.39,53,149.5,2.675,13,10.75,106.87,10,12.47,19.7,1.9,34.1,12.1,30.6
33,6071005701,2216,San Bernardino,San Bernardino County,San Bernardino,92401,-117.2926063,34.1006404,0.065,12.05,38.37,571.38,0,707.1247544,747.98,50.8,2,2.5,1,6,131.79,8.97,18.3,42.2,31.8,89.3,17.4,19.8
34,6037204600,4101,Los Angeles,Los Angeles County,Los Angeles,90023,-118.2158297,34.0366414,0.046,12.89,54.194,664.07,0,10365.37086,2937.84,3.75,8.3,1.7,7,4.55,73.07,5.81,9.25,53.4,24.9,71,14.9,33.7
35,6037227010,4662,Los Angeles,Los Angeles County,Los Angeles,90011,-118.2469968,34.0185256,0.046,12.89,42.594,664.07,0,6136.500335,982.78,57.8,3.55,1.54,7,18.2,64.02,6.04,9.65,62.1,17.9,72.2,11.8,42.1
36,6099002301,7841,Stanislaus ,Stanislaus County,Stanislaus,95351,-121.0188436,37.6049206,0.053,12.89,17.546,1131.9,840.89,593.611198,1090.88,1.4,8.1,0.05,7,3.2,79.42,5.5,12.24,45.6,21,65.6,23.4,38.7
37,6019000100,2860,Fresno ,Fresno County,Fresno,93721,-119.7927732,36.7369244,0.065,15.4,57.192,681.2,49.06,12665.51094,305.84,16.5,27,0.185,0,0,69.87,,14.23,45.9,11.7,84.1,,21.9
38,6077001900,5592,San Joaquin,San Joaquin County,San Joaquin,95205,-121.2605554,37.9516762,0.046,13.61,20.703,592.21,17.93,582.0127436,824.07,17.5,68.1,0,13,11.25,94.01,5.1,12.91,53.5,21.7,75.5,15.6,26.2
39,6037206032,5275,Los Angeles,Los Angeles County,Los Angeles,90033,-118.2246242,34.046259,0.046,12.89,62.68,664.07,0,7806.44435,2658.05,78.5,15.55,1.105,7,6.5,95.89,4.17,10.33,42.7,32.8,69.2,8.2,37.2
40,6037226001,2068,Los Angeles,Los Angeles County,Los Angeles,90021,-118.2502739,34.0244835,0.046,12.89,41.684,664.07,0,5941.164907,2289.68,55.6,4.6,3.55,7,24.7,87.25,6.16,9.3,59.2,33,79.3,4.1,24.2
41,6037239501,3454,Los Angeles,Los Angeles County,Los Angeles,90001,-118.2628927,33.9729857,0.046,12.05,26.33,664.07,0,5153.308202,1289.16,22.7,14.5,0.675,0,4.75,72.52,7.41,10.79,50.4,22.5,72.2,17.6,35.8
42,6019002000,6369,Fresno ,Fresno County,Fresno,93728,-119.8328803,36.7572824,0.062,15.4,38.25,756.9,0.02,3657.292495,827.41,6.25,10.5,0.31,0,5,91.21,8.44,8.81,42.1,19.3,80.7,21.6,24.6
43,6077005119,6006,San Joaquin,San Joaquin County,San Joaquin,95330,-121.3027448,37.8446844,0.05,12.05,13.467,1050.74,1994.23,1144.795122,1088.07,34,290.05,3.01,11,14.55,65.67,6.3,10.67,18.4,13.9,34.7,11.3,18.8
44,6037203100,4839,Los Angeles,Los Angeles County,Los Angeles,90033,-118.1964766,34.059079,0.046,12.89,31.02,527.51,0,6735.289812,2969.91,9.8,41.3,0.66,6,5.5,76.55,5.17,8.65,57.7,26.8,76.1,14.9,36.4
45,6037530700,2213,Los Angeles,Los Angeles County,Los Angeles,90063,-118.183979,34.0592143,0.046,12.47,31.02,647.12,0,8000,1829.52,29.6,40,0.5,0,10,54.46,8,10.53,46.4,20.8,54.3,19,22.5
46,6073005000,2227,San Diego,San Diego County,San Diego,92113,-117.1411746,32.6948502,0.038,11.21,110.8,228.07,0,1176.628601,1144.32,27.75,93.3,5.56,16,13.5,127.1,5.4,9.63,44.6,33.5,82.8,17.2,39.8
47,6037301601,6198,Los Angeles,Los Angeles County,Los Angeles,91201,-118.2865467,34.1623874,0.053,12.05,25.934,904.35,0,1882.547416,2095.06,52.05,88.7,2.675,8,9.75,32.65,6.33,9.9,27.2,47.9,49.9,12.2,39.4
48,6037185320,3081,Los Angeles,Los Angeles County,Los Angeles,90065,-118.2242419,34.0887194,0.046,12.89,28.12,535.03,0,3996.547625,1781.48,27.65,15.05,1.21,8,6.3,69.42,7.05,7.73,58,24.6,65.6,13.3,29.9
49,6037543202,4867,Los Angeles,Los Angeles County,Los Angeles,90220,-118.230032,33.8798617,0.042,12.05,35.92,444.22,0,6626.914092,1641.48,20.9,63.5,1.25,6,6.2,110.81,5.2,12.82,48.2,8,62.9,14.8,42
50,6065030502,2220,Riverside ,Riverside County,Riverside,92507,-117.3560514,33.9857419,0.065,12.89,43.217,960.39,0,940.1426992,1545.2,24.95,26,1.025,0,2.6,61.55,6.69,9.04,59.9,17.9,64.8,17.3,18.2
51,6071012500,4268,San Bernardino,San Bernardino County,San Bernardino,92324,-117.3233041,34.0602092,0.065,12.47,29.033,671.64,0,800.1737046,1617.04,40.15,3,0.21,1,15.25,95.84,7.47,16.38,40.5,14,70,7.3,27.5
52,6037531302,6709,Los Angeles,Los Angeles County,Los Angeles,90023,-118.1827241,34.0169019,0.046,12.47,56.52,640.73,0,58357.83013,3299.97,46.65,11.9,1.38,7,2.5,55.5,5.19,8.58,62.2,38,65.6,14.4,36.1
53,6019001301,5653,Fresno ,Fresno County,Fresno,93702,-119.7499923,36.732259,0.065,15.4,24.31,681.2,0.29,5811.241525,562.71,8,14,0.135,0,0,119.79,6.59,17.15,62.8,25.4,82.7,20.3,29.8
54,6019002502,5431,Fresno ,Fresno County,Fresno,93702,-119.7634654,36.7540827,0.065,15.4,43.346,681.2,0,2492.474237,1119.37,0,8,0.01,0,5,115.44,7.2,16.4,62.4,28,87.5,23.1,37.2
55,6037402801,5170,Los Angeles,Los Angeles County,Los Angeles,91766,-117.7349296,34.0542821,0.057,12.89,22.902,863.72,0,7176.500215,648.27,29.5,5,1.05,1,28,66.33,6.36,9.77,57.1,25.6,71.8,11.6,33.5
56,6019001304,5796,Fresno ,Fresno County,Fresno,93702,-119.7455349,36.7250147,0.065,15.4,24.31,681.2,0.2,8703.269449,365.32,10.15,19,0.3,0,1,116.56,6.17,16.69,48.2,11.6,81.4,22.1,24.8
57,6077002201,2771,San Joaquin,San Joaquin County,San Joaquin,95206,-121.2686436,37.9313083,0.046,12.85,21.699,278.76,27.13,763.4048111,318.32,14.05,11.8,0.175,10,9.75,128.15,9.28,14.74,48.3,22.6,68.3,15,26.6
58,6037532304,3987,Los Angeles,Los Angeles County,Los Angeles,90040,-118.1526793,33.9862905,0.046,12.05,26.108,613.11,0,12105.33825,1825.61,68.65,91.4,3.47,11,28,56.67,5.29,10.24,42,22.3,47.7,12.6,21.4
59,6019001303,2888,Fresno ,Fresno County,Fresno,93702,-119.7591482,36.7250069,0.065,15.4,24.31,681.2,0,15053.03477,347.82,4.65,17,0.625,0,1,98.82,7.93,14.14,63.9,23.5,92.1,13,31.2
60,6029002200,6537,Kern ,Kern County,Kern,93307,-118.9879161,35.3613217,0.065,19.6,25.57,593.77,0,38.46174593,583.48,15.2,16,7.245,0,5.2,89.83,8.2,11.77,62,20.1,80.6,35.4,36.7
61,6037205110,3766,Los Angeles,Los Angeles County,Los Angeles,90023,-118.2142985,34.0245059,0.046,12.89,42.82,664.07,0,14659.83047,974.3,20.15,4.75,9.06,7,8.1,68.74,5.45,10.4,70.2,42.7,78.8,5.5,37
62,6037570502,6616,Los Angeles,Los Angeles County,Los Angeles,90805,-118.1668021,33.8674703,0.042,11.63,24.22,220.01,7,6181.981699,1191.12,14,78,1.755,7,8.5,87.58,7.45,10.71,37.1,13.3,45.2,15.8,22.4
63,6037291210,4967,Los Angeles,Los Angeles County,Los Angeles,90247,-118.2870814,33.8886904,0.044,12.05,27.173,695.9,26.86,7007.6189,2498.31,27.4,72.55,1.545,0,14.45,70.23,6.18,9.31,24.8,19,53,9.1,22.4
64,6037219901,5234,Los Angeles,Los Angeles County,Los Angeles,90016,-118.3605226,34.0297377,0.046,12.05,24.45,664.07,0.07,2007.831902,3125.62,3.1,7.05,0.21,9,3.5,100.42,6.1,9.96,44.7,23.7,74.8,12.6,37.9
65,6037534202,5790,Los Angeles,Los Angeles County,Los Angeles,90201,-118.1611103,33.959603,0.046,12.05,16.885,478.95,38.62,8608.657111,713.01,8.7,16.25,0.45,10,3.7,48.15,6.44,10.08,60,27,75.4,17.1,34.4
66,6037540400,2384,Los Angeles,Los Angeles County,Los Angeles,90059,-118.2282398,33.9326754,0.044,12.05,25.04,671.58,0,5968.050135,2333.93,67.85,18.3,0.985,0,9,90.58,4.68,10.34,56.1,22.9,80.2,18.3,33.8
67,6065046700,4442,Riverside ,Riverside County,Riverside,92518,-117.278368,33.8891026,0.065,12.89,15.573,859.76,0.03,604.8258591,1258.41,28.2,181.5,0.455,0,4.9,66.89,6.75,10.66,32.1,8.5,67.8,21.3,24.4
68,6029002301,9743,Kern ,Kern County,Kern,93307,-118.9452577,35.3590376,0.065,19.6,25.148,801.86,1.42,22.92078576,509.04,14.75,8.7,0.975,0,6.5,86.67,6.29,11.35,49.4,12.9,76.3,21.8,31.2
69,6071002501,5840,San Bernardino,San Bernardino County,San Bernardino,92335,-117.4772152,34.0743336,0.065,13.31,29.312,516.07,22.12,5424.081436,1666.33,5.7,3,5.475,0,6,69.46,6.02,12.25,45,13.7,50,10.4,22.5
70,6019008502,7929,Fresno ,Fresno County,Fresno,93648,-119.5507133,36.6214407,0.065,16.24,9.162,697.42,3880.18,1549.949899,293.05,10,5,5,0,2,102.83,5.83,13.81,54.6,30.2,74.7,18.7,20.6
71,6019000502,3606,Fresno ,Fresno County,Fresno,93701,-119.781537,36.7444057,0.065,15.4,54.397,681.2,5.16,3938.730359,982.2,0,0,0.4,0,0.5,124.96,8.32,11.31,52,24.3,80.7,13.4,21.6
72,6037242100,2714,Los Angeles,Los Angeles County,Los Angeles,90002,-118.2336329,33.945396,0.044,12.05,25.04,771.74,0,5842.945149,832.63,48.55,22.75,0.625,0,15.5,88.42,5.87,12.7,52.7,4.8,87.2,16.9,39.3
73,6037203500,3064,Los Angeles,Los Angeles County,Los Angeles,90033,-118.2185819,34.057226,0.046,12.89,62.68,512.69,0,6863.580217,3513.85,81.2,37.85,2.36,7,5.5,95.93,4.36,10.33,40.7,21.6,56.5,11.2,21.2
74,6037302401,5944,Los Angeles,Los Angeles County,Los Angeles,91204,-118.2597456,34.1316179,0.051,12.05,24.86,900.64,0,2433.697267,805.67,37.2,25.5,1.76,5,15.5,67.93,5.78,9.85,24.4,39.1,49.4,11,31.8
75,6067005301,1823,Sacramento ,Sacramento County,Sacramento,95811,-121.4825199,38.5916037,0.046,9.53630303,17.794,80.01,0.41,1700.626695,1391.76,163.65,121.25,0.45,17,15,76.08,14.89,9.25,22.8,,90.8,60.5,30.2
76,6037204820,2274,Los Angeles,Los Angeles County,Los Angeles,90023,-118.2058412,34.0238161,0.046,12.89,52.087,664.07,0,20285.50989,3666.72,18,9,3.745,7,2,68.74,5.71,10.4,58.4,25,50.7,6.1,26.9
77,6037532302,4707,Los Angeles,Los Angeles County,Los Angeles,90023,-118.1751711,34.0096885,0.046,12.47,55.371,504.43,0,75486.33394,2580.34,125.8,46.75,2.465,7,3.75,61.9,4.51,10.9,52.3,19.4,60.2,14.2,19.8
78,6073004900,5028,San Diego,San Diego County,San Diego,92113,-117.138677,32.7018526,0.038,11.21,110.8,228.07,0,606.425948,1565.15,18.4,82.8,4.32,7,12.45,127.1,5.61,9.63,54.1,28.1,72.6,14.6,36.4
79,6037229420,4729,Los Angeles,Los Angeles County,Los Angeles,90011,-118.2608177,33.9925311,0.046,12.89,26.33,783.05,0,4903.856805,974.32,119.05,16.75,0.375,0,8.75,61.02,6.91,9.26,57.8,22.5,71.3,10.9,41.5
80,6037541001,1164,Los Angeles,Los Angeles County,Los Angeles,90248,-118.2749503,33.8934521,0.044,12.05,27.308,473.98,3.76,6502.603969,470.36,46.95,74,8.05,0,22.75,68.35,6.6,10.28,28.3,,47.2,17.7,36.3
81,6099002200,6223,Stanislaus ,Stanislaus County,Stanislaus,95351,-121.0038051,37.6223838,0.053,12.89,23.585,826.14,0,615.9232707,953.39,9.25,13.1,0.15,7,0,92.45,5.84,15.11,47.4,20.7,76.4,19.5,42.7
82,6037534302,3673,Los Angeles,Los Angeles County,Los Angeles,90201,-118.1755664,33.9593595,0.046,12.05,18.53,626.59,0.08,8620.478603,,46.4,19,1.61,7,3.45,41.67,7.49,8.87,62.8,25.8,65.4,14.8,31.4
83,6073003902,4927,San Diego,San Diego County,San Diego,92113,-117.1263197,32.696749,0.038,11.21,58.557,228.07,0,4415.764498,1208.22,7.55,29.25,7.115,15,17.5,127.1,4.96,9.63,59.9,35.4,76.6,20.7,32.1
84,6037239701,4261,Los Angeles,Los Angeles County,Los Angeles,90003,-118.2752632,33.966092,0.046,12.05,25.97,664.07,0,4785.991331,4775.03,7.55,1.5,0.5,0,1.5,95.56,8.41,13.17,54.7,27.1,79.2,13.2,47.2
85,6077002300,5020,San Joaquin,San Joaquin County,San Joaquin,95206,-121.278407,37.9292396,0.046,13.09,21.68,278.76,1.06,845.7725384,367.83,16.4,38.35,0.02,16,8,128.15,5.59,14.74,58.3,30,74.9,18,39
86,6037570301,7330,Los Angeles,Los Angeles County,Los Angeles,90805,-118.1922187,33.8676075,0.042,12.05,29.03,220.01,4.42,6085.244937,1554.95,9.1,8.55,2.035,7,1.75,87.56,7.08,10.71,49.9,15.9,52.6,14.8,30.7
87,6071012400,3617,San Bernardino,San Bernardino County,San Bernardino,92408,-117.2948174,34.0741251,0.065,12.05,41.058,877.97,0,644.3547829,1493.05,22.65,4.5,0.445,1,7.5,96.15,5.48,13.33,36.5,9.9,57.9,16,19.3
88,6037128302,4688,Los Angeles,Los Angeles County,Los Angeles,91411,-118.4605367,34.1838638,0.055,11.21,25.49,618.05,0,817.4485361,1595.64,0.25,14,0.27,7,8.5,66.93,7.47,12.2,38.3,23,71.6,12.8,40.7
89,6037242700,5273,Los Angeles,Los Angeles County,Los Angeles,90059,-118.2426486,33.9363535,0.044,12.05,25.04,628.08,0,5725.469925,2101.41,4.85,9.5,0.15,6,1.2,88.01,7.7,10.5,48.8,17.5,85.5,20.4,40.1
90,6065031300,2651,Riverside ,Riverside County,Riverside,92504,-117.4058257,33.9303688,0.065,12.05,17.52,960.39,13.08,11168.95806,2174.7,16,10,0.5,0,0,60.13,5.41,8.93,51.5,14.5,63.4,17.1,35.7
91,6071007000,7898,San Bernardino,San Bernardino County,San Bernardino,92324,-117.3134436,34.0744598,0.065,12.47,42.576,885.61,0,830.7216942,1325.15,7.5,0,0.085,1,8.5,88.8,5.72,15.04,40.7,17.5,66.9,18.1,29.4
92,6037533001,4527,Los Angeles,Los Angeles County,Los Angeles,90001,-118.24555,33.9802221,0.046,12.05,23.49,575.06,0,5709.953193,790.07,54,7.55,2.525,0,9.1,79.03,6.19,12.37,64.7,29.3,74.7,12,36.4
93,6037121222,5293,Los Angeles,Los Angeles County,Los Angeles,91352,-118.3919494,34.2321411,0.055,12.05,23.31,618.05,0,1022.925341,2055.12,18.25,2.6,0.975,4,26.65,77.04,7.03,8.41,41.4,16.7,70.8,11.6,41.8
94,6037532800,4409,Los Angeles,Los Angeles County,Los Angeles,90001,-118.2520926,33.9864059,0.046,12.47,24.493,575.06,0,5361.16416,1005.81,136.5,7.4,1.36,0,7.45,78.89,7.53,12.35,62.9,30.4,76.3,6.9,37.3
95,6037239601,3755,Los Angeles,Los Angeles County,Los Angeles,90003,-118.2752977,33.9728371,0.046,12.05,26.33,664.07,0,4678.640037,4021.64,6.75,6.3,0.52,0,1.75,95.56,5.57,13.17,53.9,30,77.2,17.4,47.1
96,6037575401,5155,Los Angeles,Los Angeles County,Los Angeles,90813,-118.200174,33.7863532,0.042,11.21,29.12,220.01,1.43,14453.79426,820.59,0,57,1.2,19,2.5,116.32,6.19,11.4,54.2,24.9,79.1,14.2,23.7
97,6077002401,5001,San Joaquin,San Joaquin County,San Joaquin,95206,-121.2897337,37.9290303,0.046,12.98,21.755,278.76,0,949.3612286,1319.02,10.45,58.15,0.01,18,5.15,128.15,5.27,14.74,55.2,32.8,72.1,20.8,30.2
98,6037534201,4439,Los Angeles,Los Angeles County,Los Angeles,90201,-118.1672627,33.9580353,0.046,12.05,18.493,475.44,19.49,8988.652776,2757.89,24.3,29.75,1.005,10,2.95,48.15,4.54,10.08,61.3,22.8,70.9,10.2,34
99,6037122410,3794,Los Angeles,Los Angeles County,Los Angeles,91605,-118.3919739,34.2044832,0.055,12.05,21.73,618.05,0,1121.260416,808.32,16.5,45,0.395,0,3.5,78.9,5.37,13.7,47.1,29.6,73.8,16.5,34.2
100,6037239702,3927,Los Angeles,Los Angeles County,Los Angeles,90003,-118.2750006,33.962202,0.046,12.05,24.76,664.07,0,4876.021333,3720.67,9,3.6,0.125,0,3,95.56,8.92,13.17,42.6,16.8,73,13.1,39.8
101,6037572800,839,Los Angeles,Los Angeles County,Los Angeles,90810,-118.2212087,33.7952959,0.042,11.21,36.66,220.01,0,27471.52932,595.7,7.15,24.25,11.415,22,5.4,72.09,,9.55,,,91.5,34.6,49.1
102,6073003601,3250,San Diego,San Diego County,San Diego,92113,-117.1165151,32.6909862,0.038,11.21,42.597,228.07,0,875.7058339,1703.39,5.25,66.5,3.675,11,7.5,125.77,5.69,9.56,56.7,21.7,74.5,16.8,38.3
103,6037228100,4916,Los Angeles,Los Angeles County,Los Angeles,90011,-118.2439607,34.009617,0.046,12.89,42.82,628.95,0,6132.236744,530.13,46.6,4.25,1.395,7,13.85,65.14,4.9,9.6,67.2,36.1,76.2,12.4,41.5
104,6037292000,6543,Los Angeles,Los Angeles County,Los Angeles,90501,-118.3021541,33.8484731,0.042,12.05,19.699,426.43,0.03,10548.6642,2511.49,102.2,51.35,6.71,14,10.7,59.49,5.95,7.15,28,17,56.7,18.6,35.6
105,6037434001,4395,Los Angeles,Los Angeles County,Los Angeles,91732,-118.0141173,34.0520775,0.05,12.05,32.03,782.36,16.71,8051.796181,971.38,41.9,18.1,0.125,5,5,56.43,5.13,7.38,43.8,25.2,63.6,14.3,25.9
106,6037122122,2439,Los Angeles,Los Angeles County,Los Angeles,91352,-118.3736105,34.2197648,0.055,12.05,37.276,618.05,0,1100.164818,1625.33,16,11.5,0.64,6,21.8,77.04,5,8.41,50.4,14.8,55.4,14.8,40.2
107,6099001500,6551,Stanislaus ,Stanislaus County,Stanislaus,95358,-121.0374635,37.6349769,0.053,12.89,15.428,1123.34,1528.52,564.7514342,650.75,21.95,17.05,0.08,6,5.5,83.51,4.38,13.4,30.3,14.1,54.6,25,20.9
108,6037242600,4409,Los Angeles,Los Angeles County,Los Angeles,90059,-118.2502423,33.932376,0.044,12.05,25.04,627.17,0,5631.459453,3279.99,0,4.5,0.11,6,7,105.29,7.05,11.72,58,10,88.1,39.7,34.3
109,6077000900,5859,San Joaquin,San Joaquin County,San Joaquin,95203,-121.3278662,37.9577717,0.048,13.44,20.032,278.76,0.36,826.3113751,1960.84,34,34,0.125,16,0.75,149.5,7.32,12.31,19.7,5.1,57.3,22.5,23.2
110,6037228900,3216,Los Angeles,Los Angeles County,Los Angeles,90058,-118.2430143,33.9920544,0.046,12.47,23.49,655.71,0,5940.839994,577.44,61.3,2.75,10.21,0,12.5,76.55,7.2,10.27,61.4,29.7,84.8,13.5,31.6
111,6037433302,1595,Los Angeles,Los Angeles County,Los Angeles,91732,-118.0143495,34.0629878,0.05,11.63,32.03,782.36,0,7081.275742,2059.86,28.2,29.5,0.2,1,5,67.93,4.63,8.58,53.8,46.8,78.4,14.4,34.3
