,Census Tract,Total Population,California County,County,countytrim,ZIP,Longitude,Latitude,Ozone,PM2.5,Diesel PM,Drinking Water,Pesticides,Tox. Release,Traffic,Cleanup Sites,Groundwater Threats,Haz. Waste,Imp. Water Bodies,Solid Waste,Asthma,Low Birth Weight,Cardiovascular Disease,Education,Linguistic Isolation,Poverty,Unemployment,Housing Burden
3938,6065043279,5093,Riverside ,Riverside County,Riverside,92584,-117.2176633,33.6278615,0.057,9.53630303,6.156,1077.25,0.02,202.8980706,1091.68,0,0,0,0,1,34.86,5.19,12.71,11.8,0.9,30.4,15.3,20.4
3939,6037408704,3155,Los Angeles,Los Angeles County,Los Angeles,91748,-117.8934924,33.98233,0.05,11.21,6.552,308.27,0,10571.45914,686.02,0,5,0.26,0,0,30.74,5.35,6.63,20.4,40.6,51.5,4.5,26.1
3940,6037183221,3118,Los Angeles,Los Angeles County,Los Angeles,90042,-118.1909386,34.1254321,0.05,11.63,18.35,225.83,0,2922.92429,1237.98,21,0,0,0,0,52.64,3.5,8.44,16.8,7.4,45.8,9.5,18
3941,6037481101,3814,Los Angeles,Los Angeles County,Los Angeles,91776,-118.1069461,34.099157,0.051,11.21,22.33,789.02,0,4718.417189,727.82,18,74.55,0.05,0,3.5,21.62,3.78,5.21,10,22.1,41.4,4.8,20.8
3942,6037181600,4352,Los Angeles,Los Angeles County,Los Angeles,90041,-118.2097406,34.1297234,0.05,12.05,21.634,225.83,0,2606.460275,653.75,0.9,0,0.11,0,2,34.89,5.8,5.83,12.5,7,29,11.4,23.3
3943,6037189800,4021,Los Angeles,Los Angeles County,Los Angeles,90046,-118.3590366,34.0982925,0.05,12.05,23.12,664.07,0,1698.642003,1371.27,1,8.8,0.01,0,0,28.41,4.42,9.34,4.7,5.9,32.2,6.7,25.1
3944,6073000700,3754,San Diego,San Diego County,San Diego,92103,-117.1513148,32.7447633,0.04,10.79,24.51,228.07,0,210.1962783,975.95,7.2,12.2,0.075,3,1,54.51,7.69,8.58,0.5,3.8,17.8,7.2,16.1
3945,6065031001,5622,Riverside ,Riverside County,Riverside,92504,-117.4098503,33.9516686,0.065,12.47,28.948,960.39,0,2285.246091,442.87,1.6,1.5,0.1,0,0,38.49,4.87,5.97,8.7,5.1,37.2,7,20.8
3946,6059075901,4126,Orange ,Orange County,Orange,92866,-117.8531049,33.7914977,0.048,10.37,17.54,558.43,0,190832.4288,722.75,14.4,16,1.4,1,0,25.11,4.8,4.14,13.8,2.9,41.3,10.3,23.2
3947,6013321200,5533,Contra Costa,Contra Costa County,Contra Costa,94553,-122.0713084,37.9821516,0.038,7.85958451,19.355,76.04,0,1064.655621,1323.69,1.75,6,1.1,2,1,45.75,5.83,5.93,8,9.9,34,10.9,26
3948,6111001503,5898,Ventura ,Ventura County,Ventura,93003,-119.2022525,34.268934,0.044,9.53630303,18.55,585.41,3770.81,82.69265836,685.23,0,0,0,0,0,44.46,7.24,7.86,14.9,3.3,31.6,9.2,23.1
3949,6013303205,8309,Contra Costa,Contra Costa County,Contra Costa,94513,-121.7021082,37.9109334,0.042,7.85958451,7.585,583.7,830.16,203.6807234,367.89,7,21,0.05,7,0,66.64,5.9,13.23,6.8,2.3,12.6,3.6,10.4
3950,6095253107,6016,Solano ,Solano County,Solano,95687,-121.9790495,38.3420876,0.042,7.85958451,14.55,242.15,0,452.2506028,855.8,0.5,13.3,0.2,2,0.5,72.28,5.26,9.59,12.1,2.5,29.4,11.6,21.3
3951,6001428400,4357,Alameda ,Alameda County,Alameda,94501,-122.2563814,37.756593,0.03,8.69794377,39.065,70.6,0,309.4731814,475.07,1.15,15.05,1.01,10,0,61.42,5.06,8.87,9.7,11.2,26.1,8.5,17
3952,6037267200,5927,Los Angeles,Los Angeles County,Los Angeles,90025,-118.4372057,34.0456465,0.046,12.05,38.2,588.45,0,1449.836873,2565.92,5.4,4.5,0.06,0,5,17.7,5.07,6.63,5.5,9.7,19.1,6.9,24.5
3953,6037431502,4361,Los Angeles,Los Angeles County,Los Angeles,91006,-118.0204,34.1024524,0.051,11.21,16.751,891,0,5635.001038,537.88,0,3.3,0.185,6,5.7,14.53,5.14,4.49,11.3,15.4,25.3,9,19.9
3954,6073000300,4732,San Diego,San Diego County,San Diego,92103,-117.1622682,32.7447803,0.04,10.79,24.51,228.07,0,206.1831397,1011.62,1.6,15,0.075,1,0.6,54.51,6.07,8.58,7.5,4.1,29.2,6.7,23.2
3955,6037910502,4086,Los Angeles,Los Angeles County,Los Angeles,93550,-118.1008047,34.5800249,0.062,6.18286598,7.713,243.83,0,6.101742845,500.87,6,0,0.06,0,0.5,106.26,4.29,13.06,42.2,27.5,73.6,17.9,29
3956,6073013409,5380,San Diego,San Diego County,San Diego,91910,-117.0358624,32.6331941,0.04,11.63,11.854,332.12,0,602.7025281,1761.23,7,0,0,1,0,57.45,6.78,8.14,12.3,5.4,20.1,14.8,16.8
3957,6053011102,11454,Monterey ,Monterey County,Monterey,93960,-121.2981067,36.4618772,0.044,4.50614746,1.848,748.19,203.75,0.023181757,488.62,0,0,0.1,6,0.2,34.99,5.84,8.3,48.7,19.3,46.2,13,16.1
3958,6071008301,6340,San Bernardino,San Bernardino County,San Bernardino,92373,-117.2026161,34.0421853,0.068,12.47,16.141,476.43,75.83,352.3401506,312.85,3.15,0,0.125,0,0.75,41.96,5.83,11.68,6.9,0,17.9,5.8,9.6
3959,6073020211,6702,San Diego,San Diego County,San Diego,92027,-117.0640169,33.1335333,0.048,10.37,17.563,267.08,0,22.45292905,710.68,0,21,0.1,9,0,28.26,5.51,5.49,33.4,13.4,59.6,7.5,25.4
3960,6111006000,4845,Ventura ,Ventura County,Ventura,91320,-118.9441062,34.1863938,0.048,9.53630303,8.013,207.8,0,101.3160642,1237.79,9,29.5,4.735,11,0,24.82,6.03,7.64,7.6,4.7,18.1,10.1,20.8
3961,6075025100,3077,San Francisco,San Francisco County,San Francisco,94110,-122.4076735,37.7439369,0.03,8.69794377,92.89,171.2,0,210.2864167,1798.77,12.9,10.5,0.37,14,4.75,54.38,4.81,6.41,4.2,3.5,21.5,7.6,18.8
3962,6059110605,6638,Orange ,Orange County,Orange,92833,-117.9712501,33.884898,0.046,11.21,13.286,560.87,0,6494.392699,652.39,17.45,29.25,0.06,7,0.1,43.94,3.31,6.81,2.2,15.5,27.7,5.7,28.2
3963,6037461902,1654,Los Angeles,Los Angeles County,Los Angeles,91103,-118.1481178,34.1487579,0.051,10.79,26.26,589.04,0,2862.083811,1897.28,2.2,0.75,0.625,2,0.4,36.31,4,5.02,2.9,5.6,46.7,11.4,24
3964,6053000104,3478,Monterey ,Monterey County,Monterey,93906,-121.6212411,36.7123618,0.033,5.34450672,7.257,829.99,15815.75,1.015275876,396.13,9.9,0,0,14,0,66.49,6.29,8,19.3,8.5,21.8,11.6,10.2
3965,6059001101,4523,Orange ,Orange County,Orange,90631,-117.963138,33.9427646,0.046,11.21,7.947,615.82,0,6753.46143,1133.19,0,6.75,0,0,0.25,49.64,5.02,9.03,10.3,3.2,22.3,11.9,20.3
3966,6083001000,6270,Santa Barbara,Santa Barbara County,Santa Barbara,93101,-119.7051133,34.4181213,0.04,4.50614746,9.388,227.49,0,0.014483655,951.17,19.95,132.5,0.55,3,7,57.8,4.68,6.1,16.3,11,37.3,6.6,25.8
3967,6019004208,7124,Fresno ,Fresno County,Fresno,93722,-119.8789303,36.8502988,0.06,14.99,17.55,780.24,0.64,3242.96108,509.04,7,0,0,1,0,68.29,4.45,8.57,7.7,5.1,11.5,7.1,8.8
3968,6037572001,5278,Los Angeles,Los Angeles County,Los Angeles,90807,-118.1762684,33.8227205,0.042,11.21,20.495,286.02,0,16578.37274,962.32,5.55,40.65,0.485,11,2,44.94,4.61,6.48,3.7,2.4,15.1,8.7,17.9
3969,6029003811,2661,Kern ,Kern County,Kern,93312,-119.1189923,35.3762031,0.062,18.76,20.614,847.29,0,548.6078361,640.45,1,0,0.05,0,2,32.02,4.22,9.8,14.7,3.7,29,9.1,9.3
3970,6037195201,2834,Los Angeles,Los Angeles County,Los Angeles,90027,-118.2785167,34.1087422,0.05,12.89,29.275,664.07,0,2770.892706,1886.57,0,0,0.06,5,1,39.29,2.27,7.93,2.2,8.9,20.4,8.4,25.4
3971,6095252707,4753,Solano ,Solano County,Solano,94533,-122.0011752,38.2600765,0.04,7.85958451,14.451,258.9,0,628.8946818,377.18,4.6,3,0.2,4,0,81.65,5.93,8.76,13.4,3.9,38.2,16.7,23.7
3972,6103000300,4515,Tehama ,Tehama County,Tehama,96080,-122.6497624,40.0579918,0.048,5.89917347,0.244,644.12,3.72,1.811988782,50.86,4.7,13.2,0.025,6,10,56.59,2.31,11.22,19.9,2.4,54.2,14.7,16.3
3973,6083002706,6054,Santa Barbara,Santa Barbara County,Santa Barbara,93436,-120.4487233,34.6507195,0.038,4.50614746,4.348,347.85,290.09,4.372682984,344.43,0.8,16.5,0,3,0.1,56.87,5.62,10.71,42,14.2,67.2,16.7,31.4
3974,6037651102,3639,Los Angeles,Los Angeles County,Los Angeles,90505,-118.3460738,33.8209421,0.042,12.05,14.739,188.14,0,7717.299228,833.05,7.65,25.8,0.555,0,2,28.68,5.1,6.81,6.4,10.4,28.4,7.9,18.8
3975,6065041812,3319,Riverside ,Riverside County,Riverside,92879,-117.5634459,33.861606,0.06,12.89,11.94,708.32,0,5552.24397,466.73,4.95,5,0.05,0,1,42.52,3.64,13.03,10.2,2.5,18.5,9.2,11
3976,6067009109,4842,Sacramento ,Sacramento County,Sacramento,95826,-121.3606353,38.5555504,0.051,9.53630303,13.892,288.08,0,250.1111412,1298.41,0,5,0.01,3,0,62.15,5.64,9.82,9.8,3.6,31.5,13.3,13.2
3977,6065040814,4782,Riverside ,Riverside County,Riverside,92879,-117.5175804,33.8973552,0.062,13.31,31.953,764.78,0,3987.977242,401.11,0,0,0.045,0,0,41.74,4.23,12.7,8.1,2.3,22.2,9.1,13.2
3978,6037401601,5034,Los Angeles,Los Angeles County,Los Angeles,91750,-117.7643631,34.1170701,0.06,11.63,17.029,760.92,11.53,4326.664445,1540.09,0,4.3,0.05,0,0,34.79,5.1,8.03,8,7,28.1,3.9,10.4
3979,6067009610,6072,Sacramento ,Sacramento County,Sacramento,95823,-121.4375735,38.4555299,0.048,9.53630303,18.302,516.58,0,40.46420862,379.64,0,0,0,0,0,135.72,5.67,15.92,22.6,15.7,50.4,17.5,23.8
3980,6001403501,4374,Alameda ,Alameda County,Alameda,94611,-122.2600769,37.8177294,0.03,8.69794377,54.34,70.6,0,365.4110522,1142.45,12.25,136.05,0.18,2,0,46.61,4.94,3.81,14.2,20.1,50.2,6.3,20.7
3981,6081606000,4959,San Mateo,San Mateo County,San Mateo,94401,-122.3311046,37.5797295,0.033,8.69794377,12.77,103.34,0,143.726989,1585.19,2.95,32.75,0.25,10,0,48.62,5.3,3.9,22,16,41.3,11.7,19.4
3982,6059099902,4486,Orange ,Orange County,Orange,92683,-118.0205108,33.7662506,0.044,11.21,19.34,445.39,0,14628.58791,2467.22,1.7,2.3,0.05,0,0,38.28,3.48,8.73,17.4,11.1,31.4,8.1,20.2
3983,6037310201,5466,Los Angeles,Los Angeles County,Los Angeles,91501,-118.3045921,34.1922052,0.055,12.05,8.918,710.19,0,1598.32226,304.06,5.1,8,0.325,0,3.75,36.48,4.01,7.11,7.8,4,35.9,7.7,30.1
3984,6001441926,4080,Alameda ,Alameda County,Alameda,94538,-121.9787103,37.5408003,0.035,9.53630303,33.901,83.53,0,133.8603124,609.51,10.6,19.5,0.025,0,0,67.67,6.64,10.69,17.5,18.8,29.5,1.6,13.9
3985,6037128702,5639,Los Angeles,Los Angeles County,Los Angeles,91423,-118.439318,34.160869,0.053,11.21,25.49,618.05,0,1054.631792,2994.92,0,4,0.1,6,0,27.26,4.09,8.63,4.8,3.2,15.7,11.8,23.6
3986,6037461300,6638,Los Angeles,Los Angeles County,Los Angeles,91104,-118.111733,34.1740052,0.051,10.37,21.762,707.14,0,2638.123137,460.9,6,6,0.085,0,0.5,33.07,5.58,5.25,14.4,12.4,28.2,8.8,17.2
3987,6111008201,4315,Ventura ,Ventura County,Ventura,93063,-118.7043688,34.2762804,0.055,9.53630303,10.58,263.3,0,41.03369045,1108.82,0,0,0.15,16,0,40.82,7.25,11.19,9.3,1.3,25.5,9.4,18.5
3988,6085512509,4111,Santa Clara,Santa Clara County,Santa Clara,95020,-121.5713496,36.9878533,0.04,6.18286598,14.858,422.77,5739.91,4.4923616,770.95,5.95,0,0.085,2,2.5,67.35,3.66,10.47,18.9,,30,3.1,24
3989,6085506402,5733,Santa Clara,Santa Clara County,Santa Clara,95128,-121.9450314,37.301578,0.038,10.37,28.67,479.23,0,135.4535711,1750.28,0,7.5,0.11,2,0.5,31.77,6.61,6.53,11.8,7.7,26.2,12.1,16.1
3990,6067005508,3106,Sacramento ,Sacramento County,Sacramento,95825,-121.4084122,38.577969,0.05,9.53630303,18.06,690.22,0,239.1978379,702.3,4,0,0.1,7,0,64.96,4.67,5.98,4.1,2.2,42.4,11,23.8
3991,6073003004,4940,San Diego,San Diego County,San Diego,92114,-117.0607339,32.7130823,0.04,11.21,9.099,289.1,0,233.1569563,269.97,1,10,0,2,0,106.71,5.6,8.3,37.1,12.6,52.5,17.4,30.6
3992,6071000109,6752,San Bernardino,San Bernardino County,San Bernardino,91709,-117.723592,33.9733621,0.057,12.89,14.686,827.03,0,6737.07403,375.98,0,5,0,4,0,27.71,5.05,8.57,10.1,3.5,20.2,22.3,11.9
3993,6053014201,5133,Monterey ,Monterey County,Monterey,93933,-121.7937321,36.6765137,0.035,5.34450672,5.407,542.29,19.73,0.601195344,731.51,19,13.5,0.1,0,1,57.15,3.48,8.56,18,9.3,44.2,10.3,31.3
3994,6037400604,2980,Los Angeles,Los Angeles County,Los Angeles,91702,-117.8943529,34.1521342,0.057,10.79,6.55,533.72,0.19,3766.960467,182.81,0.9,10.75,0,0,0,66.21,3.64,9.1,16.4,8.4,48.4,10.7,20.2
3995,6037408212,4485,Los Angeles,Los Angeles County,Los Angeles,91748,-117.8795412,33.9944207,0.051,11.63,12.751,276.16,0,11515.97711,1606.85,13,29.3,0.65,1,2,26.68,2.96,5.88,18.9,19.9,34.1,3.7,20.3
3996,6073013302,4933,San Diego,San Diego County,San Diego,91911,-117.048661,32.6155251,0.04,11.63,13.333,304.94,0,943.5828528,1158.69,0,0,0,1,0,68.62,5.67,8.85,24.5,11.3,33.1,17.3,14.6
3997,6013303201,9989,Contra Costa,Contra Costa County,Contra Costa,94531,-121.7586352,37.9431268,0.042,7.85958451,17.008,255.74,16.34,276.3267766,480.24,0.2,10,0.05,7,0,93.79,5.27,12.13,7.8,2.7,21,7.5,17.1
3998,6085504317,4429,Santa Clara,Santa Clara County,Santa Clara,95131,-121.8767483,37.3828815,0.035,10.37,28.4,479.23,0,328.6976752,577.74,16,0,0.67,2,1.4,27.62,5.54,6.84,18.4,19.2,18.1,8.3,17.7
3999,6065042726,5357,Riverside ,Riverside County,Riverside,92585,-117.1237892,33.7143137,0.062,10.37,8.574,747.77,37.12,538.3111801,248.67,0,3,0.6,0,4.9,29.98,5.25,10.36,16.6,1.7,14.6,8.6,8.4
4000,6065043270,4991,Riverside ,Riverside County,Riverside,92595,-117.2589261,33.6015412,0.057,9.1171234,12.094,431.7,0,152.50978,1274.79,0,0,0.01,7,0,42.6,4.37,15.62,9.6,4.8,31.2,20.1,18.8
4001,6067003900,3374,Sacramento ,Sacramento County,Sacramento,95822,-121.5186401,38.5303294,0.046,9.53630303,13.37,80.01,0.2,113.8142822,1107.73,0,20,0,10,0,99.65,7.07,9.98,7.5,6.2,18.1,5,7.1
4002,6037503302,6271,Los Angeles,Los Angeles County,Los Angeles,90604,-118.0213686,33.9416417,0.046,12.05,11.78,571.4,0,5706.949094,571.18,1,0,0.11,2,0,48.1,3.22,10.01,25.8,9.1,40.8,5.9,17.7
4003,6085512038,2847,Santa Clara,Santa Clara County,Santa Clara,95138,-121.7620634,37.234934,0.038,10.37,13.612,560.3,0.33,58.93507832,1216.01,5.3,6.5,0.6,2,0,26.66,5.66,6.12,13.2,15.7,26.7,15.1,13.7
4004,6029002821,4897,Kern ,Kern County,Kern,93311,-119.1021478,35.3162893,0.062,18.76,21.679,617.84,0,695.4534227,515.55,7,0,0.045,0,0,33.48,6.25,7.86,11.3,4,27.3,7.8,12.4
4005,6037106645,3389,Los Angeles,Los Angeles County,Los Angeles,91344,-118.4941725,34.2905628,0.06,10.79,24.477,616.31,0,436.5917507,1137.6,0,0,0.05,1,3.75,53.41,4.97,7.65,3,7.6,20.8,8.2,15
4006,6037408136,3849,Los Angeles,Los Angeles County,Los Angeles,91792,-117.8755476,34.0089143,0.053,11.63,24.76,276.16,0,12369.33198,510.16,3,6.25,0.2,1,0,30.34,4.9,5.69,15.3,15.4,28.3,10.4,16
4007,6073018610,7635,San Diego,San Diego County,San Diego,92057,-117.3032478,33.2591005,0.044,8.69794377,14.96,483.28,199.23,45.32502774,645.34,6,0,0,5,0,36.79,4.54,6.96,29.5,11.4,42,11.7,23
4008,6073018519,5891,San Diego,San Diego County,San Diego,92056,-117.2838101,33.1943943,0.042,9.53630303,16.12,504.3,0,50.23258055,1347.54,7,12,0.075,3,0,33.32,5.23,5.65,30.3,22.7,51,11.1,12.9
4009,6065044702,2295,Riverside ,Riverside County,Riverside,92234,-116.4872959,33.8222736,0.068,7.02122524,9.172,579.61,0,37.28589451,619.93,9,0,0,0,1,34.64,7.6,6.99,52.1,19.8,80.8,6,19.7
4010,6111001204,2473,Ventura ,Ventura County,Ventura,93060,-119.2005749,34.3589732,0.05,9.1171234,0.868,648.17,55.51,31.93353177,366.13,2,9.5,1.25,7,2.5,26.97,4.86,4.75,22,6,41.7,16.4,14.4
4011,6037910504,4797,Los Angeles,Los Angeles County,Los Angeles,93550,-118.1046034,34.5690669,0.062,6.18286598,8.918,243.83,0,5.788471438,629.8,0,0,0.025,0,1,106.26,7.67,13.06,42.4,5.9,73.1,15.3,29.1
4012,6037401101,5663,Los Angeles,Los Angeles County,Los Angeles,91740,-117.8541745,34.1234558,0.06,11.21,19.234,289.15,0,4186.484105,2012.97,0,2,0.01,0,0.5,49.1,3.3,8.18,10.3,4.3,35.4,14.8,18
4013,6059099224,3521,Orange ,Orange County,Orange,92708,-117.9676275,33.72311,0.044,11.21,22.5,251.44,0.05,12118.91423,1945.3,0,13.5,0.05,0,0,29.56,6.43,7.15,9.1,9.4,17,6.1,20.6
4014,6059001501,6373,Orange ,Orange County,Orange,92821,-117.9135026,33.9340988,0.048,11.21,22.641,631.67,20.32,9601.036491,728.64,20.55,18,1.545,0,1,31.92,4.55,6.92,4.2,1.2,21.6,9.3,12.9
4015,6081604400,4448,San Mateo,San Mateo County,San Mateo,94030,-122.3911489,37.6067243,0.03,8.69794377,24.034,604.59,0,122.2950995,1278.34,16,81.45,0.3,9,0,39.52,5.78,5.39,8,12.8,16.4,6.3,16.1
4016,6037119310,3871,Los Angeles,Los Angeles County,Los Angeles,91402,-118.4516702,34.2450202,0.057,11.21,18.43,618.05,0,642.606483,699.71,0,0,0.01,0,0,48.29,3.92,5.26,32.3,14.8,50.3,17.1,18.9
4017,6059075303,3412,Orange ,Orange County,Orange,92706,-117.8739874,33.7661611,0.046,10.37,14.03,377.39,0,36238.03154,5761.93,3,0,0.075,1,2,46.21,4.7,7.16,13.6,8.8,29.5,4.2,17.1
4018,6111007100,6335,Ventura ,Ventura County,Ventura,91362,-118.8455482,34.1750754,0.05,9.53630303,10.31,38.16,0,80.18794461,2422.16,0,13,0.5,11,2,27.06,4.41,6.93,18.5,7,37.5,13.4,21.1
4019,6045011500,6739,Mendocino ,Mendocino County,Mendocino,95482,-123.2032659,39.1561868,0.038,4.50614746,7.678,171.1,220.57,0.170309336,401.95,4.5,99.3,0.2,3,4.5,81.53,4.76,6.39,15.5,1.3,45.9,22.4,16.1
4020,6077003114,10129,San Joaquin,San Joaquin County,San Joaquin,95219,-121.3566706,37.9813779,0.046,13.44,7.896,722.14,17.7,436.696386,2340.67,1.5,5.85,0.2,18,0,38.32,5.59,8.38,3.4,2.1,9,5.2,10.5
4021,6073020213,4028,San Diego,San Diego County,San Diego,92025,-117.0781738,33.1313346,0.048,10.37,18.039,267.08,0,24.68342043,851.35,0,0,0.025,9,0,21.64,5.9,4.42,60.4,37.8,76,11.2,31.9
4022,6075016100,5366,San Francisco,San Francisco County,San Francisco,94115,-122.4286631,37.7799831,0.03,8.69794377,67.68,171.2,0,222.160505,585.05,3.25,4.5,2.12,0,0,51.66,6.27,4.9,17.7,29.9,52.7,10.1,21.4
4023,6037141201,3707,Los Angeles,Los Angeles County,Los Angeles,91423,-118.4426826,34.1519021,0.053,11.21,21.117,618.05,0,1063.918429,3356.19,0,13,0,6,0,27.31,4.22,8.95,3.7,4.9,32.7,7.7,21.6
4024,6059052408,6154,Orange ,Orange County,Orange,92630,-117.7046343,33.649152,0.05,8.69794377,22.67,376.93,11494.42,4480.47339,541.77,7.5,0,0.985,6,2.2,28.19,5.71,7.34,5.1,3,15.6,8.2,10.8
4025,6029000902,3340,Kern ,Kern County,Kern,93306,-118.9631285,35.4050159,0.062,18.76,14.558,593.77,0,13.6837466,249.92,1,0.2,0,0,0.2,75.27,4.94,9.32,10.5,4.6,39.1,20.2,16
4026,6081607701,3954,San Mateo,San Mateo County,San Mateo,94401,-122.3033477,37.5711297,0.033,8.69794377,23.077,166.78,0,165.1233072,960.43,0.9,15,0.1,11,1.5,61.6,4.08,4.65,22.3,13.6,42.5,16.5,17
4027,6037403316,6783,Los Angeles,Los Angeles County,Los Angeles,91765,-117.7984574,34.0317834,0.057,12.05,23.303,528.1,0,27107.44508,2415.6,1,0,0.02,0,0,24.34,4.89,7.36,8,13,26.3,11.1,11.9
4028,6029002818,3761,Kern ,Kern County,Kern,93309,-119.0852288,35.3323458,0.062,18.76,23.195,617.84,0,475.3647655,607.84,0,0,0,0,0,82.51,3.88,11.06,8.2,2.7,28.2,5.9,16.8
4029,6001441602,6802,Alameda ,Alameda County,Alameda,94536,-122.0212345,37.55696,0.035,9.1171234,27.2,83.53,0,143.9291223,1714.73,7.85,29,0,1,0,55.53,6.12,9.94,16.5,14.3,25.2,4.2,13.8
4030,6065041911,10258,Riverside ,Riverside County,Riverside,92883,-117.4957943,33.7428832,0.057,11.21,4.028,1071.15,0.71,2673.163066,1864.08,0.4,4.5,0,2,6,30.98,4.49,9.52,8.1,3.3,10,11,9.6
4031,6071002028,5282,San Bernardino,San Bernardino County,San Bernardino,91730,-117.5827126,34.1142002,0.065,12.89,23.664,510.06,0,4336.753597,653.97,4.5,0,0.025,0,0,39.71,5.75,9.82,8.4,0.4,19.2,8.1,9.1
4032,6037189903,2164,Los Angeles,Los Angeles County,Los Angeles,90046,-118.3477123,34.1025152,0.05,12.05,23.12,664.07,0,1878.108141,1137.62,0,5,0,0,0,26.57,7.69,5.63,4.7,10,28.9,5.1,28.6
4033,6071000818,5428,San Bernardino,San Bernardino County,San Bernardino,91786,-117.6607366,34.1142472,0.062,12.89,17.43,332.97,2.19,3717.92224,455.34,2,0,0.06,0,0,71.58,4.52,10.75,8.7,1,18.1,8.3,5.5
4034,6037463101,2383,Los Angeles,Los Angeles County,Los Angeles,91107,-118.0699478,34.1401862,0.051,10.37,12.941,922.1,0,3581.749114,1071.66,0,16.6,0.11,0,0,24.18,7.03,5.42,15.3,10.4,26.3,7.2,14.9
4035,6059075902,6548,Orange ,Orange County,Orange,92866,-117.8508355,33.7807141,0.048,10.37,17.54,556.14,0,85264.8142,1626.64,2,8.5,0.245,0,0,35.25,4.74,5.47,12.1,9.3,31.9,6.9,20.8
4036,6089010500,4928,Shasta ,Shasta County,Shasta,96001,-122.4026832,40.575283,0.042,6.18286598,14.421,210.01,0,11.72536947,402.59,18,40,0,1,2,83.24,6.54,9.42,12,2.9,42.9,14,23.6
4037,6037297500,5163,Los Angeles,Los Angeles County,Los Angeles,90731,-118.3025064,33.7107078,0.042,11.21,36.911,420.55,0,4404.113425,425.49,37.9,120.3,0.01,7,0,72.68,4.74,8.33,6.7,1,14.4,2.7,15
4038,6037462800,2915,Los Angeles,Los Angeles County,Los Angeles,91107,-118.1012712,34.1522193,0.053,10.37,19.06,589.04,12.98,3019.794642,1583.66,1,0,0.26,0,0,28.23,6.05,6.16,9.2,8.1,19.4,3.9,19.2
4039,6109005100,8355,Tuolumne ,Tuolumne County,Tuolumne,95327,-120.4335241,37.9315151,0.055,7.44010156,0.941,673.56,0,25.67076588,237.39,14,57.1,0.3,2,10.5,50.3,2.6,9.91,6.8,0.5,38.8,20.2,16.7
4040,6037214503,3325,Los Angeles,Los Angeles County,Los Angeles,90036,-118.3541156,34.0668419,0.048,12.05,29.3,664.07,0,2049.076351,1624.21,0.25,4,0.1,0,0,28.2,4.74,6.95,1.7,17.9,23.4,5.9,28.3
4041,6019005801,4856,Fresno ,Fresno County,Fresno,93727,-119.6910954,36.8011827,0.065,15.4,20.53,463.49,0,1955.80147,400.71,1.75,0,0,0,0,46.81,5.08,6.68,12.6,4.7,44.1,9.1,20.6
4042,6001435602,5329,Alameda ,Alameda County,Alameda,94541,-122.1069995,37.6819278,0.033,8.69794377,47.26,58.69,0,382.0936224,403.68,11,33.25,0,1,0,111.77,2.8,11.59,23.3,12.9,46.4,10.5,17.9
4043,6037113102,2828,Los Angeles,Los Angeles County,Los Angeles,91311,-118.5686167,34.2660306,0.06,10.37,28.819,618.05,0.09,354.3616861,1715.09,11.65,0,0.075,0,0,34.83,8.33,6.55,4.5,0.5,15.5,8.4,17.3
4044,6059099204,4729,Orange ,Orange County,Orange,92683,-117.9503802,33.7377201,0.046,11.21,15.266,444.3,0.02,15624.62753,822.25,0,20,0.025,0,0,24.84,5.56,5.84,20.4,18.4,34.4,5.6,23.7
4045,6037405600,5428,Los Angeles,Los Angeles County,Los Angeles,91791,-117.9155583,34.0796741,0.053,11.21,19.66,813.82,0,7541.819088,1592.44,1,0,0.3,3,0.75,33.85,3.82,6.65,10.7,10.8,17.6,11.9,10.5
4046,6053011202,6868,Monterey ,Monterey County,Monterey,93927,-121.2387759,36.3298137,0.042,4.50614746,13.617,419.08,1273.24,4.74E-05,326.55,9,0,0.1,6,2,36.95,3.42,7.41,43.7,29.3,64.7,11.6,15.9
4047,6073014001,4630,San Diego,San Diego County,San Diego,91945,-117.023685,32.7369483,0.042,11.21,18.37,314.14,0,155.5070053,967.9,0,66,0.035,0,0,65.23,5.01,7.94,16.2,4.3,35.6,9.2,22.5
4048,6001406602,2493,Alameda ,Alameda County,Alameda,94602,-122.2143073,37.7964782,0.03,8.69794377,31.999,70.6,0,356.2455842,1762.85,0,16.5,0.1,1,0,80.31,2.27,8.16,26.7,18.1,54.8,8.5,21.6
4049,6073013303,4909,San Diego,San Diego County,San Diego,91911,-117.0502312,32.6077631,0.038,11.63,12.681,301.43,0,1145.525228,851.37,0.5,0.2,0,1,0.5,68.62,4.65,8.85,28.5,13.9,34.5,14.4,19.9
4050,6059099226,3889,Orange ,Orange County,Orange,92708,-117.9329082,33.7235974,0.046,10.79,13.68,251.44,0.18,13437.17122,648.25,5.35,3,0.925,0,0.5,29.56,5.29,7.15,16.4,10.4,21.6,9.4,14.3
4051,6001408300,4167,Alameda ,Alameda County,Alameda,94605,-122.1645166,37.7710979,0.03,8.69794377,19.11,70.6,0,381.7665105,2584.77,2.9,5.9,0.1,0,0,170.91,6.15,8.64,12,2.3,29.3,11.4,21.1
4052,6073009400,5028,San Diego,San Diego County,San Diego,92145,-117.1173287,32.8653406,0.044,9.53630303,15.653,228.07,2.28,96.33395084,2431.93,14.1,51,0.79,2,0.2,10.5,3.8,4.31,2.5,,45.6,21.1,42.6
